URLNO ,PNO,RFN,VAL
188,531,7,in(about one to two weeks after)
18,532,2,seizures
18,532,2,photophobia
18,532,2,fever
18,532,2,pain
18,532,2,hearing loss
18,532,2,abdominal pain
18,532,2,nausea
18,532,2,drowsiness
18,532,2,myalgia
18,532,2,joint pain
18,532,2,vomiting
18,532,2,gangrene
18,532,2,severe headache
18,532,2,malaise
18,532,2,rash
18,532,2,confusion
18,532,2,coma
18,532,2,delirium
18,532,2,cough
18,532,2,necrosis
18,532,2,headache
18,533,1,endemic typhus
18,533,2,backache
18,533,2,high fever
18,533,2,fever
18,533,2,pain
18,533,2,abdominal pain
18,533,2,nausea
18,533,2,respiratory failure
18,533,2,joint pain
18,533,2,vomiting
18,533,2,dry cough
18,533,2,rash
18,533,2,renal failure
18,533,2,ataxia
18,533,2,very high fever
18,533,2,cough
18,533,2,seizures
18,533,2,red rash
18,533,2,headache
18,533,6,12 days after
18,534,2,fever
18,534,2,pain
18,534,2,eschar
18,534,2,lymphadenopathy
18,534,2,myalgia
18,534,2,rash
18,534,2,vomiting
18,534,2,cough
18,534,2,maculopapular rash
18,534,2,headache
192,535,2,fever
192,535,6,two weeks after
142,536,1,typhus
142,536,5,The most effective way to prevent typhus is inoculation with the typhus vaccine 
142,537,1,epidemic typhus
142,537,1,murine typhus
142,537,2,death
142,537,4,antibiotic 
142,538,1,typhus
142,539,1,typhus
142,539,2,delirium
142,539,2,fever
142,539,2,spots
142,539,2,sores
142,539,2,red spots
142,539,6,1489
142,539,7,in(1489)
142,540,1,typhus
142,540,1,epidemic typhus
142,540,2,death
142,540,2,fever
142,540,6,May 1750
142,540,6,1577
142,540,6,1759
142,540,7,in(may 1750)
142,540,7,at(oxford in 1577)
142,540,7,in(1759)
191,541,1,cholera
191,541,2,no symptoms
191,541,2,dehydration
191,541,2,diarrhea
191,541,2,infection
191,541,2,vomiting
191,541,6,five days after
190,542,1,cholera
190,542,2,dehydration
96,543,1,cholera
96,543,2,cramps
96,543,2,muscle cramps
96,543,2,diarrhea
96,543,2,sunken eyes
96,543,2,infection
96,543,2,vomiting
96,543,2,cold skin
96,543,2,dehydration
96,543,2,electrolyte imbalance
96,543,2,imbalance
96,543,6,five days after
96,543,6,This may
193,544,1,cholera
193,544,2,cramps
193,544,2,death
193,544,2,shock
193,544,2,diarrhea
193,544,2,infection
193,544,2,vomiting
193,544,2,leg cramps
193,544,2,dehydration
193,545,2,infection
190,547,1,cholera
190,547,2,diarrhea
190,548,1,cholera
190,548,2,infection
190,549,1,cholera
190,549,2,dehydration
190,550,1,cholera
190,550,2,irritability
190,550,2,lethargy
190,550,2,dry mouth
190,550,2,sunken eyes
190,550,2,arrhythmia
190,550,2,thirst
190,550,2,low blood pressure
190,550,2,pressure
190,550,2,dehydration
190,550,2,irregular heartbeat
180,551,1,ebola
180,551,2,malaise
180,551,2,fever
180,551,2,diarrhea
180,551,2,vomiting
181,552,2,fever
182,553,1,ebola
182,553,1,cholera
182,553,1,malaria
182,553,2,confusion
182,553,2,fever
182,553,2,common symptoms
182,553,2,vomiting
183,554,1,ebola
183,554,1,ebola hemorrhagic fever
183,554,2,fever
183,554,2,pain
183,554,2,diarrhea
183,554,2,rash
183,554,2,vomiting
183,554,2,muscle pain
183,554,2,sore throat
183,554,6,three weeks after
183,554,8,ebola virus
183,554,8,ebolavirus
184,555,1,ebola
184,555,1,cholera
184,555,1,typhoid fever
184,555,1,meningitis
184,555,1,malaria
184,555,2,fever
184,555,2,typhoid fever
184,555,2,meningitis
184,555,2,rash
184,555,2,vomiting
184,555,2,blood clots
184,555,2,red rash
181,557,6,200 years ago
181,559,1,malaria
181,560,2,ulcers
4,561,2,fever
4,561,2,pain
4,561,2,infection
4,561,2,vomiting
4,561,2,fatigue
4,561,2,rash
4,561,2,muscle pain
4,561,2,sore throat
4,561,2,headache
110,562,1,ebola
110,562,2,aches
110,562,2,fever
110,562,2,pain
110,562,2,diarrhea
110,562,2,vomiting
110,562,2,sick
110,562,2,stomach pain
110,562,2,cough
110,562,2,headache
110,562,6,nine days after
110,563,1,ebola
110,563,2,death
110,563,2,collapse
110,563,2,diarrhea
110,563,2,pressure
110,563,2,vomit blood
110,563,2,bloody diarrhea
194,564,1,ebola
194,564,1,typhoid fever
194,564,1,flu
194,564,1,malaria
194,564,2,fever
194,564,2,typhoid fever
3,565,1,ebola
3,565,1,ebola hemorrhagic fever
3,565,2,death
3,565,2,pain
3,565,2,diarrhea
3,565,2,low blood pressure
3,565,2,rash
3,565,2,vomiting
3,565,2,pressure
3,565,2,fever
3,565,2,sore throat
3,565,6,sixteen days after
3,565,6,three weeks after
3,565,8,ebola virus
181,566,1,ebola
181,567,1,ebola
181,567,2,malaise
181,567,2,fever
181,567,2,diarrhea
181,567,2,vomiting
181,568,1,ebola
181,568,6,2014
181,569,1,ebola
181,570,6,2002
181,570,6,2009
181,570,6,2005
181,570,7,in(comparison to 2002)
181,570,7,in(2005)
181,570,7,in(2009)
150,571,1,flu
150,571,1,malaria
150,571,2,infection
150,571,2,flu-like symptoms
185,572,1,flu
185,572,1,malaria
185,572,2,chills
185,572,2,vomiting
185,572,2,fever
185,572,2,headache
186,573,1,flu
186,573,1,malaria
186,573,2,high fever
186,573,2,chills
186,573,2,flu-like symptoms
186,573,2,fever
186,573,6,1940s
186,573,7,in(the late 1940s)
187,574,1,malaria
187,574,2,irritability
187,574,2,sweating
187,574,2,fever
187,574,2,drowsiness
187,574,2,rapid breathing
187,574,2,poor appetite
187,574,2,chills
187,575,1,malaria
187,575,2,fever
27,576,6,four weeks after
27,576,6,two days before
27,577,1,malaria
27,577,2,abdominal pain
27,577,2,nausea
27,577,2,pain
27,577,2,vomiting
27,577,2,headache
27,577,4,This drug 
27,577,5,This drug commonly is prescribed for the prevention 
27,577,6,seven days after
27,577,6,two days before
27,578,1,malaria
27,579,1,malaria
27,579,2,anemia
27,579,6,two weeks after
27,580,1,malaria
27,580,4,There are potential drug 
27,580,4,interactions between some of the medications used to treat 
27,580,8,human immunodeficiency virus
188,581,1,endemic typhus
188,581,2,high fever
188,581,2,malaise
188,581,2,death
188,581,2,pain
188,581,2,nausea
188,581,2,diarrhea
188,581,2,infection
188,581,2,vomiting
188,581,2,fever
188,581,2,rash
188,581,2,cough
188,581,2,headache
188,581,6,two weeks after
188,581,7,in(about one to two weeks after)
18,582,2,seizures
18,582,2,photophobia
18,582,2,fever
18,582,2,pain
18,582,2,hearing loss
18,582,2,abdominal pain
18,582,2,nausea
18,582,2,drowsiness
18,582,2,myalgia
18,582,2,joint pain
18,582,2,vomiting
18,582,2,gangrene
18,582,2,severe headache
18,582,2,malaise
18,582,2,rash
18,582,2,confusion
18,582,2,coma
18,582,2,delirium
18,582,2,cough
18,582,2,necrosis
18,582,2,headache
18,583,1,endemic typhus
18,583,2,backache
18,583,2,high fever
18,583,2,fever
18,583,2,pain
18,583,2,abdominal pain
18,583,2,nausea
18,583,2,respiratory failure
18,583,2,joint pain
18,583,2,vomiting
18,583,2,dry cough
18,583,2,rash
18,583,2,renal failure
18,583,2,ataxia
18,583,2,very high fever
18,583,2,cough
18,583,2,seizures
18,583,2,red rash
18,583,2,headache
18,583,6,12 days after
18,584,2,fever
18,584,2,pain
18,584,2,eschar
18,584,2,lymphadenopathy
18,584,2,myalgia
18,584,2,rash
18,584,2,vomiting
18,584,2,cough
18,584,2,maculopapular rash
18,584,2,headache
192,585,2,fever
192,585,6,two weeks after
142,586,1,typhus
142,586,2,fever
142,586,6,1848
142,586,6,1847
142,587,2,death
142,587,2,sick
142,588,1,typhus
142,588,6,1921
142,588,6,1922
142,588,7,by(1921)
142,588,7,in(1922)
142,589,1,typhus
142,590,1,typhus
142,590,4,The first typhus vaccine 
142,590,5,The first typhus vaccine 
131,591,1,cholera
131,591,2,dehydration
131,592,1,cholera
131,592,2,irritability
131,592,2,lethargy
131,592,2,dry mouth
131,592,2,sunken eyes
131,592,2,arrhythmia
131,592,2,thirst
131,592,2,low blood pressure
131,592,2,pressure
131,592,2,dehydration
131,592,2,irregular heartbeat
96,593,1,cholera
96,593,2,cramps
96,593,2,muscle cramps
96,593,2,diarrhea
96,593,2,sunken eyes
96,593,2,infection
96,593,2,vomiting
96,593,2,cold skin
96,593,2,dehydration
96,593,2,electrolyte imbalance
96,593,2,imbalance
96,593,6,five days after
96,593,6,This may
193,594,1,cholera
193,594,2,cramps
193,594,2,death
193,594,2,shock
193,594,2,diarrhea
193,594,2,infection
193,594,2,vomiting
193,594,2,leg cramps
193,594,2,dehydration
193,595,2,infection
191,599,1,cholera
191,599,2,dehydration
191,599,2,death
191,599,2,diarrhea
191,600,1,cholera
191,600,6,1800s
191,600,7,in(the 1800s)
199,801,1,ebola
199,801,3,blood transfusion
200,802,1,ebola
202,803,1,ebola
203,804,1,ebola
203,804,2,infection
204,805,4,have been treated 
197,806,1,ebola
197,807,1,ebola
197,807,6,last month
197,807,6,eight days later
197,807,6,two days before
205,808,3,dialysis
205,809,1,ebola
205,809,2,kidney failure
205,810,2,kidney damage
205,810,3,dialysis
201,811,1,ebola
201,811,6,2014
200,812,1,ebola
203,813,1,ebola
203,813,2,infection
202,815,1,ebola
198,816,1,ebola
198,816,8,ebola virus
198,817,1,ebola
198,817,5,isolation
198,818,1,sars
198,818,6,2005
198,818,7,in(2005)
198,820,2,infection
199,821,1,ebola
199,821,6,last week
206,822,1,ebola
203,823,1,ebola
203,824,1,ebola
203,824,2,infection
207,825,1,ebola
205,826,1,ebola
205,826,2,sick
205,826,4,dialysis
205,827,1,ebola
205,827,2,death
205,827,4,dialysis
205,828,5,isolation
205,828,4,dialysis
205,830,1,ebola
199,831,1,ebola
199,831,4,blood transfusion
200,832,1,ebola
201,833,1,ebola
201,833,6,2014
202,834,1,ebola
203,835,1,ebola
203,835,2,infection
205,838,1,ebola
205,838,4,dialysis
205,839,1,ebola
205,839,5,isolation
205,840,1,ebola
205,840,4,dialysis
202,841,1,ebola
203,842,1,ebola
203,842,2,infection
206,844,1,ebola
207,845,1,ebola
101,846,1,ebola
101,846,2,infection
101,846,4,Scientists in Canada announced the successful treatment 
101,847,1,ebola
101,847,2,infection
101,847,8,ebola virus
101,848,1,ebola
101,848,1,ebola hemorrhagic fever
101,848,2,fever
101,848,2,infection
101,848,8,ebola virus
101,849,1,ebola
101,849,6,1976
101,849,7,in(1976)
101,849,8,ebola virus
101,849,8,virus family Filoviridae
101,850,1,ebola
101,850,2,aches
101,850,2,fever
101,850,2,pain
101,850,2,muscle aches
101,850,2,hiccups
101,850,2,weakness
101,850,2,diarrhea
101,850,2,infection
101,850,2,vomiting
101,850,2,rash
101,850,2,stomach pain
101,850,2,sore throat
101,850,2,headache
199,851,1,ebola
199,851,3,blood transfusion
200,852,1,ebola
201,853,1,ebola
201,853,6,2014
206,854,1,ebola
207,855,1,ebola
101,856,1,ebola
101,857,1,ebola
101,857,6,11-May
101,857,7,in(may 2011)
101,858,4,antibodies 
101,859,1,ebola
101,859,6,1976
101,859,8,ebola virus
199,861,1,ebola
199,861,3,blood transfusion
200,862,1,ebola
202,863,1,ebola
203,864,1,ebola
203,864,2,infection
206,865,1,ebola
203,866,1,ebola
203,866,4,drugs
203,867,1,ebola
203,868,6,TODAY
199,869,1,ebola
199,869,5,isolation
199,870,1,ebola
199,870,2,sick
199,871,1,ebola
199,871,4,blood transfusion
200,872,1,ebola
202,873,1,ebola
207,875,1,ebola
203,876,1,ebola
203,877,1,ebola
203,877,2,infection
203,878,1,ebola
203,878,4,They were the first human beings to receive an experimental drug 
203,880,1,ebola
203,880,2,sick
199,881,1,ebola
199,881,4,blood transfusion
201,882,1,ebola
201,882,6,2014
203,883,1,ebola
203,883,2,infection
208,885,1,ebola
208,885,5,isolation
208,885,4,dialysis
203,886,1,ebola
203,886,2,fever
203,887,1,cholera
203,887,2,diarrhea
203,887,2,severe diarrhea
203,887,4,potassium
203,887,4,sodium
203,887,4,electrolytes
203,888,1,ebola
203,888,2,ebola virus infection
203,888,2,infection
203,888,8,ebola virus
203,890,1,ebola
199,891,1,ebola
199,891,4,blood transfusion
200,892,1,ebola
207,894,1,ebola
208,895,1,ebola
208,895,5,isolation
208,895,4,dialysis
203,896,6,three weeks ago
203,899,1,ebola
203,899,4,The drug 
203,900,4,researchers announced promising results with a drug 
203,900,6,this week
201,901,1,ebola
201,901,6,2014
202,902,1,ebola
206,903,1,ebola
207,904,1,ebola
208,905,1,ebola
208,905,5,isolation
208,905,4,dialysis
203,906,4,drugs
203,908,4,drugs
203,910,1,ebola
203,910,2,infection
203,910,4,infusion
200,911,1,ebola
203,912,1,ebola
203,912,2,infection
206,913,1,ebola
207,914,1,ebola
208,915,1,ebola
208,915,5,isolation
208,915,4,dialysis
203,917,4,drugs
203,917,6,this week
203,917,7,in(this week)
203,918,4,drugs
203,919,4,drugs
203,920,1,ebola
203,921,1,ebola
203,921,2,infection
206,923,1,ebola
207,924,1,ebola
208,925,1,ebola
208,925,5,isolation
208,925,4,dialysis
199,927,1,ebola
199,927,8,ebola virus
199,929,1,ebola
199,929,2,fever
199,929,2,low-grade fever
199,930,1,ebola
199,930,2,fever
199,930,2,diarrhea
199,930,2,vomiting
199,930,2,sore throat
199,930,2,headache
199,931,1,ebola
199,931,4,blood transfusion
202,932,1,ebola
207,934,1,ebola
208,935,1,ebola
208,935,5,isolation
208,935,4,dialysis
199,936,1,ebola
199,936,2,pressure
199,936,2,diarrhea
199,936,2,vomiting
199,936,4,including providing intravenous fluids 
199,936,4,of intravenous fluids 
199,937,1,ebola
199,937,2,dehydration
199,937,4,Farber says effective treatment 
199,939,2,infection
199,940,1,ebola
199,941,1,ebola
199,941,4,blood transfusion
201,942,1,ebola
201,942,6,2014
202,943,1,ebola
208,945,1,ebola
208,945,5,isolation
208,945,4,dialysis
199,946,1,ebola
199,946,4,blood transfusion
199,947,1,ebola
199,947,4,an experimental drug 
199,948,4,American journalist Ashoka Mukpo received the same drug 
199,949,1,ebola
199,951,1,ebola
199,951,4,blood transfusion
200,952,1,ebola
201,953,1,ebola
201,953,6,2014
206,954,1,ebola
208,955,1,ebola
208,955,5,isolation
208,955,4,dialysis
208,956,1,ebola
208,956,4,dialysis
208,956,4,supporting treatment 
208,956,8,ebola virus
208,958,1,ebola
208,958,4,dialysis
208,958,4,said of the dialysis treatment 
208,958,6,1990s
208,958,7,in(the 1990s)
208,960,6,Four days after
199,961,1,ebola
199,961,4,blood transfusion
200,962,1,ebola
201,963,1,ebola
201,963,6,2014
206,965,1,ebola
208,966,1,ebola
208,966,2,dehydration
208,966,2,renal failure
208,966,2,diarrhea
208,966,2,vomiting
208,966,3,artificial kidney
208,966,3,hemodialysis
208,966,4,acted as an artificial kidney to prevent 
208,967,1,ebola
208,967,4,dialysis
208,968,1,ebola
208,968,4,dialysis
200,971,1,ebola
201,972,1,ebola
201,972,6,2014
203,973,1,ebola
203,973,2,infection
206,974,1,ebola
207,975,1,ebola
208,976,5,you have to put on all of the personal protective equipment 
208,977,1,ebola
208,977,6,Thirty-five days after
208,978,1,ebola
208,978,4,dialysis
208,979,1,ebola
208,979,4,dialysis
208,979,3,kidney function
208,980,4,dialysis
199,981,1,ebola
199,981,4,blood transfusion
200,982,1,ebola
201,983,1,ebola
201,983,6,2014
202,984,1,ebola
203,985,1,ebola
203,985,2,infection
208,988,4,hemodialysis
208,989,4,dialysis
208,989,4,intravenous fluids 
208,990,4,dialysis
202,991,1,ebola
203,992,1,ebola
203,992,2,infection
206,994,1,ebola
207,995,1,ebola
208,997,4,Dialysis
208,997,4,such as aggressive IV 
4,1201,2,fever
4,1201,2,pain
4,1201,2,infection
4,1201,2,vomiting
4,1201,2,fatigue
4,1201,2,rash
4,1201,2,muscle pain
4,1201,2,sore throat
4,1201,2,headache
9,1202,1,hepatitis b
9,1202,2,infection
9,1202,2,hepatitis
9,1202,8,hepatitis b virus
13,1203,1,cholera
13,1203,2,infection
18,1204,2,seizures
18,1204,2,photophobia
18,1204,2,fever
18,1204,2,pain
18,1204,2,hearing loss
18,1204,2,abdominal pain
18,1204,2,nausea
18,1204,2,drowsiness
18,1204,2,myalgia
18,1204,2,joint pain
18,1204,2,vomiting
18,1204,2,gangrene
18,1204,2,severe headache
18,1204,2,malaise
18,1204,2,rash
18,1204,2,confusion
18,1204,2,coma
18,1204,2,delirium
18,1204,2,cough
18,1204,2,necrosis
18,1204,2,headache
3,1206,1,ebola
3,1206,8,ebola virus
3,1207,5,isolation
3,1208,1,ebola
3,1208,6,2014
3,1208,7,in(guinea during the 2014)
3,1209,1,ebola
3,1209,2,infection
3,1209,5,The risk increases when they do not have appropriate protective clothing such as masks
3,1209,5,gloves 
3,1209,5,gowns
4,1211,2,fever
4,1211,2,pain
4,1211,2,infection
4,1211,2,vomiting
4,1211,2,fatigue
4,1211,2,rash
4,1211,2,muscle pain
4,1211,2,sore throat
4,1211,2,headache
5,1212,2,infection
6,1213,1,ebola
6,1213,2,infection
6,1213,6,21 days after
6,1213,8,ebola virus
6,1214,1,ebola
6,1214,6,1976
6,1214,6,2000
6,1214,6,1995
6,1214,7,on(times for the 1995)
6,1214,7,in(a study of the 1976)
6,1214,8,ebola virus
7,1215,1,ebola
5,1216,1,ebola
5,1216,2,death
5,1216,2,fever
5,1216,8,ebola virus
5,1217,1,ebola
5,1217,6,1976
5,1217,7,in(1976)
5,1218,1,ebola
5,1218,8,ebola virus
5,1220,1,ebola
5,1220,2,infection
9,1221,1,hepatitis b
9,1221,2,infection
9,1221,2,hepatitis
9,1221,8,hepatitis b virus
9,1222,1,hepatitis b
9,1222,2,infection
9,1222,2,hepatitis
9,1222,8,hepatitis b virus
10,1223,1,hepatitis b
10,1223,2,infection
10,1223,2,hepatitis
10,1223,6,60 days after
10,1223,7,in(30 to 60 days after)
10,1223,8,hepatitis b virus
11,1224,2,no symptoms
11,1224,2,infection
11,1224,6,6 months after
12,1225,6,180 days after
12,1225,6,90 days after
10,1226,1,hepatitis b
10,1226,2,liver infection
10,1226,2,death
10,1226,2,liver cancer
10,1226,2,infection
10,1226,2,hepatitis
10,1226,8,hepatitis b virus
10,1227,1,hepatitis b
10,1227,2,liver cancer
10,1227,2,infection
10,1227,2,hepatitis
10,1227,4,A vaccine 
10,1227,4,The vaccine 
10,1227,5,A vaccine 
10,1227,5,The vaccine 
10,1227,6,1982
10,1227,7,since(1982)
10,1228,1,hepatitis b
10,1228,2,hepatitis
10,1229,1,hepatitis b
10,1229,2,infection
10,1229,2,hepatitis
10,1230,1,hepatitis
10,1230,1,hepatitis b
10,1230,2,drugs
10,1230,2,infection
10,1230,2,hepatitis
10,1230,3,dental
13,1231,1,cholera
13,1231,2,infection
14,1232,1,cholera
14,1232,2,dehydration
14,1232,2,death
14,1232,2,infection
14,1232,2,vomiting
14,1232,2,watery diarrhoea that can quickly lead to severe dehydration and death if treatment 
16,1233,1,cholera
16,1233,2,dehydration
16,1233,2,diarrhea
16,1233,2,vomiting
212,1234,1,cholera
212,1234,2,dehydration
212,1234,2,diarrhea
212,1234,2,vomiting
212,1234,4,Antibiotics 
212,1234,5,Antibiotics are prescribed for severe cases to prevent 
212,1235,1,cholera
212,1235,6,two days before
13,1236,1,cholera
13,1236,6,1991
13,1236,6,1961
13,1236,6,1971
13,1236,7,in(1991)
13,1236,7,in(south asia in 1961)
13,1236,7,in(1971)
13,1237,6,1992
13,1237,7,in(bangladesh in 1992)
13,1238,1,cholera
13,1240,1,cholera
18,1241,2,seizures
18,1241,2,photophobia
18,1241,2,fever
18,1241,2,pain
18,1241,2,hearing loss
18,1241,2,abdominal pain
18,1241,2,nausea
18,1241,2,drowsiness
18,1241,2,myalgia
18,1241,2,joint pain
18,1241,2,vomiting
18,1241,2,gangrene
18,1241,2,severe headache
18,1241,2,malaise
18,1241,2,rash
18,1241,2,confusion
18,1241,2,coma
18,1241,2,delirium
18,1241,2,cough
18,1241,2,necrosis
18,1241,2,headache
18,1242,1,endemic typhus
18,1242,1,typhus
18,1242,2,backache
18,1242,2,high fever
18,1242,2,fever
18,1242,2,pain
18,1242,2,abdominal pain
18,1242,2,nausea
18,1242,2,respiratory failure
18,1242,2,joint pain
18,1242,2,vomiting
18,1242,2,dry cough
18,1242,2,rash
18,1242,2,renal failure
18,1242,2,ataxia
18,1242,2,very high fever
18,1242,2,cough
18,1242,2,seizures
18,1242,2,red rash
18,1242,2,headache
18,1242,6,12 days after
18,1243,2,fever
18,1243,2,pain
18,1243,2,eschar
18,1243,2,lymphadenopathy
18,1243,2,myalgia
18,1243,2,rash
18,1243,2,vomiting
18,1243,2,cough
18,1243,2,maculopapular rash
18,1243,2,headache
21,1244,1,typhus
21,1244,1,epidemic typhus
21,1244,2,fever
18,1245,2,malaise
142,1246,1,typhus
142,1246,2,high fever
142,1246,2,fever
142,1246,2,pain
142,1246,2,cough
142,1246,2,stupor
142,1246,2,rash
142,1246,2,pressure
142,1246,2,severe headache
142,1246,2,death
142,1246,2,delirium
142,1246,2,falling
142,1246,2,chills
142,1246,2,muscle pain
142,1246,2,headache
142,1246,6,five days after
142,1246,7,on(the chest about five days after)
142,1247,1,chickenpox
142,1247,1,typhus
142,1247,1,epidemic typhus
142,1247,1,shingles
142,1247,2,malnutrition
142,1247,6,1913
142,1247,7,by(nathan brill in 1913)
142,1248,1,typhus
142,1248,1,epidemic typhus
142,1249,1,typhus
142,1249,2,infection
142,1249,4,Rudolf Weigl in 1930 was able to fashion a practical and effective vaccine 
142,1249,5,Rudolf Weigl in 1930 was able to fashion a practical and effective vaccine 
142,1249,6,1930
142,1249,6,1916
142,1249,7,in(1916)
142,1249,7,in(1930)
142,1250,4,This vaccine 
142,1250,5,This vaccine 
142,1250,6,1943
142,1250,6,1938
142,1250,7,in(1938)
142,1250,7,by(1943)
195,1252,1,malaria
195,1252,6,1 week after
185,1253,1,malaria
185,1253,6,seven days after
219,1255,1,malaria
219,1255,4,drugs
219,1255,2,sick
219,1255,6,next day
150,1256,4,drugs
150,1260,1,flu
150,1260,1,malaria
150,1260,2,infection
150,1260,2,flu-like symptoms
4,1261,2,fever
4,1261,2,pain
4,1261,2,infection
4,1261,2,vomiting
4,1261,2,fatigue
4,1261,2,rash
4,1261,2,muscle pain
4,1261,2,sore throat
4,1261,2,headache
9,1262,1,hepatitis b
9,1262,2,infection
9,1262,2,hepatitis
9,1262,8,hepatitis b virus
13,1263,1,cholera
13,1263,2,infection
18,1264,2,seizures
18,1264,2,photophobia
18,1264,2,fever
18,1264,2,pain
18,1264,2,hearing loss
18,1264,2,abdominal pain
18,1264,2,nausea
18,1264,2,drowsiness
18,1264,2,myalgia
18,1264,2,joint pain
18,1264,2,vomiting
18,1264,2,gangrene
18,1264,2,severe headache
18,1264,2,malaise
18,1264,2,rash
18,1264,2,confusion
18,1264,2,coma
18,1264,2,delirium
18,1264,2,cough
18,1264,2,necrosis
18,1264,2,headache
210,1266,1,aids
210,1266,1,typhoid fever
210,1266,2,fever
210,1266,2,typhoid fever
210,1266,2,infection
210,1266,4,despite antibiotic 
210,1266,4,where antibiotics 
210,1266,6,2004
210,1266,7,in(2004)
210,1266,8,hiv
210,1267,2,infection
210,1267,6,2006
210,1267,6,2010
210,1267,6,2007
210,1268,1,histoplasmosis
210,1268,1,malaria
210,1268,1,schistosomiasis
210,1268,1,meningitis
210,1268,2,bartonellosis
210,1268,2,meningitis
210,1268,2,infection
210,1268,4,and recent antibiotics 
210,1269,1,typhoid fever
210,1269,2,fever
210,1269,2,typhoid fever
210,1269,6,2007-2010
4,1271,2,fever
4,1271,2,pain
4,1271,2,infection
4,1271,2,vomiting
4,1271,2,fatigue
4,1271,2,rash
4,1271,2,muscle pain
4,1271,2,sore throat
4,1271,2,headache
5,1272,2,infection
7,1273,1,ebola
7,1274,1,ebola
7,1274,2,death
7,1274,2,pain
7,1274,2,shock
7,1274,2,diarrhea
7,1274,2,infection
7,1274,2,fever
7,1274,2,nausea
3,1277,3,platelet count
3,1278,1,ebola
3,1278,5,isolation
3,1278,3,PCR
3,1278,3,polymerase chain reaction
3,1278,6,2015
3,1278,6,2014
3,1278,6,two days after
3,1278,6,18 days after
3,1278,7,in(2014)
3,1278,7,in(2015)
3,1279,1,dengue fever
3,1279,1,malaria
3,1279,2,fever
3,1279,8,marburg virus
3,1280,1,leishmaniasis
3,1280,1,typhoid fever
3,1280,1,q fever
3,1280,1,cholera
3,1280,1,typhus
3,1280,1,candidiasis
3,1280,1,hepatitis
3,1280,1,shigellosis
3,1280,1,leptospirosis
3,1280,1,plague
3,1280,1,sepsis
3,1280,1,histoplasmosis
3,1280,1,measles
3,1280,2,leptospirosis
3,1280,2,fever
3,1280,2,typhoid fever
3,1280,2,hepatitis
3,1280,2,sepsis
9,1281,1,hepatitis b
9,1281,2,infection
9,1281,2,hepatitis
9,1281,8,hepatitis b virus
9,1282,1,hepatitis b
9,1282,2,infection
9,1282,2,hepatitis
9,1282,8,hepatitis b virus
10,1283,1,hepatitis b
10,1283,2,infection
10,1283,2,hepatitis
10,1283,6,60 days after
10,1283,7,in(30 to 60 days after)
10,1283,8,hepatitis b virus
11,1284,2,no symptoms
11,1284,2,infection
11,1284,6,6 months after
12,1285,6,180 days after
12,1285,6,90 days after
10,1286,1,hepatitis b
10,1286,2,drugs
10,1286,2,liver cancer
10,1286,2,infection
10,1286,2,hepatitis
10,1286,2,vomiting
10,1286,4,Chronic hepatitis B infection can be treated 
10,1287,1,hepatitis b
10,1287,4,drugs
10,1287,2,hepatitis
10,1287,4,They rarely lead to drug 
10,1287,8,hepatitis b virus
10,1288,1,hepatitis b
10,1288,2,infection
10,1288,2,hepatitis
10,1290,1,hepatitis b
10,1290,2,liver cancer
10,1290,2,hepatitis
10,1290,4,chemotherapy
13,1291,1,cholera
13,1291,2,infection
14,1292,1,cholera
14,1292,2,dehydration
14,1292,2,death
14,1292,2,infection
14,1292,2,vomiting
14,1292,2,watery diarrhoea that can quickly lead to severe dehydration and death if treatment 
16,1293,1,cholera
16,1293,2,dehydration
16,1293,2,diarrhea
16,1293,2,vomiting
212,1294,1,cholera
212,1294,2,dehydration
212,1294,2,diarrhea
212,1294,2,vomiting
212,1294,4,Antibiotics 
212,1294,5,Antibiotics are prescribed for severe cases to prevent 
212,1295,1,cholera
212,1295,6,two days before
15,1296,2,infection
15,1297,2,infection
15,1299,1,cholera
15,1299,4,in which case a single dose of cholera vaccine 
15,1299,4,Cholera vaccine 
15,1299,5,in which case a single dose of cholera vaccine 
15,1299,5,Cholera vaccine 
15,1300,1,cholera
15,1300,6,1908
18,1301,2,seizures
18,1301,2,photophobia
18,1301,2,fever
18,1301,2,pain
18,1301,2,hearing loss
18,1301,2,abdominal pain
18,1301,2,nausea
18,1301,2,drowsiness
18,1301,2,myalgia
18,1301,2,joint pain
18,1301,2,vomiting
18,1301,2,gangrene
18,1301,2,severe headache
18,1301,2,malaise
18,1301,2,rash
18,1301,2,confusion
18,1301,2,coma
18,1301,2,delirium
18,1301,2,cough
18,1301,2,necrosis
18,1301,2,headache
18,1302,1,endemic typhus
18,1302,1,typhus
18,1302,2,backache
18,1302,2,high fever
18,1302,2,fever
18,1302,2,pain
18,1302,2,abdominal pain
18,1302,2,nausea
18,1302,2,respiratory failure
18,1302,2,joint pain
18,1302,2,vomiting
18,1302,2,dry cough
18,1302,2,rash
18,1302,2,renal failure
18,1302,2,ataxia
18,1302,2,very high fever
18,1302,2,cough
18,1302,2,seizures
18,1302,2,red rash
18,1302,2,headache
18,1302,6,12 days after
18,1303,2,fever
18,1303,2,pain
18,1303,2,eschar
18,1303,2,lymphadenopathy
18,1303,2,myalgia
18,1303,2,rash
18,1303,2,vomiting
18,1303,2,cough
18,1303,2,maculopapular rash
18,1303,2,headache
21,1304,1,typhus
21,1304,1,epidemic typhus
