QID ,URLNO ,PNO ,REL,EXPL,,,,
125,142,1247,0,No related information is found,,,,
125,142,1248,0,No related information is found,,,,
125,142,1249,0,No related information is found,,,,
125,142,1250,0,No related information is found,,,,
126,189,1251,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
126,195,1252,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
126,185,1253,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
126,185,1254,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
126,219,1255,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
126,150,1256,0,No related information is found,,,,
126,150,1257,0,No related information is found,,,,
126,150,1258,0,No related information is found,,,,
126,150,1259,0,No related information is found,,,,
126,150,1260,0,No related information is found,,,,
127,4,1261,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
127,9,1262,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
127,13,1263,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
127,18,1264,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
127,189,1265,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
127,210,1266,0,No related information is found,,,,
127,210,1267,0,No related information is found,,,,
127,210,1268,0,No related information is found,,,,
127,210,1269,0,No related information is found,,,,
127,210,1270,0,No related information is found,,,,
128,4,1271,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
128,5,1272,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
128,7,1273,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
128,7,1274,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
128,3,1275,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
128,3,1276,0,No related information is found,,,,
128,3,1277,0,No related information is found,,,,
128,3,1278,0,No related information is found,,,,
128,3,1279,0,No related information is found,,,,
128,3,1280,0,No related information is found,,,,
129,9,1281,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
129,9,1282,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
129,10,1283,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
129,11,1284,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
129,12,1285,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
129,10,1286,0,No related information is found,,,,
129,10,1287,0,No related information is found,,,,
129,10,1288,0,No related information is found,,,,
129,10,1289,0,No related information is found,,,,
129,10,1290,0,No related information is found,,,,
130,13,1291,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
130,14,1292,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
130,16,1293,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
130,212,1294,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
130,212,1295,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
130,15,1296,0,No related information is found,,,,
130,15,1297,0,No related information is found,,,,
130,15,1298,0,No related information is found,,,,
130,15,1299,0,No related information is found,,,,
130,15,1300,0,No related information is found,,,,
131,18,1301,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
131,18,1302,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
131,18,1303,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
131,21,1304,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
131,18,1305,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
131,18,1306,0,No related information is found,,,,
131,18,1307,0,No related information is found,,,,
131,18,1308,0,No related information is found,,,,
131,18,1309,0,No related information is found,,,,
131,18,1310,0,No related information is found,,,,
132,189,1311,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
132,195,1312,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
132,185,1313,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
132,185,1314,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
132,219,1315,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
132,150,1316,0,No related information is found,,,,
132,150,1317,0,No related information is found,,,,
132,150,1318,0,No related information is found,,,,
132,150,1319,0,No related information is found,,,,
132,150,1320,0,No related information is found,,,,
133,4,1321,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
133,9,1322,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
133,13,1323,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
133,18,1324,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
133,189,1325,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
133,225,1326,0,No related information is found,,,,
133,225,1327,0,No related information is found,,,,
133,226,1328,0,No related information is found,,,,
133,226,1329,0,No related information is found,,,,
133,226,1330,0,No related information is found,,,,
134,4,1331,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
134,5,1332,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
134,6,1333,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
134,6,1334,0,No related information is found,,,,
134,3,1335,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
134,4,1336,0,No related information is found,,,,
134,4,1337,0,No related information is found,,,,
134,4,1338,0,No related information is found,,,,
134,4,1339,0,No related information is found,,,,
134,4,1340,0,No related information is found,,,,
135,9,1341,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
135,9,1342,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
135,10,1343,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
135,11,1344,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
135,12,1345,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
135,10,1346,0,No related information is found,,,,
135,10,1347,0,No related information is found,,,,
135,10,1348,0,No related information is found,,,,
135,10,1349,0,No related information is found,,,,
135,10,1350,0,No related information is found,,,,
136,18,1351,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
136,18,1352,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
136,18,1353,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
136,21,1354,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
136,18,1355,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
136,21,1356,0,No related information is found,,,,
136,21,1357,0,No related information is found,,,,
136,21,1358,0,No related information is found,,,,
136,21,1359,0,No related information is found,,,,
136,21,1360,0,No related information is found,,,,
137,189,1361,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
137,195,1362,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
137,185,1363,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
137,185,1364,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
137,219,1365,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
137,189,1366,0,No related information is found,,,,
137,189,1367,0,No related information is found,,,,
137,189,1368,0,No related information is found,,,,
137,189,1369,0,No related information is found,,,,
137,189,1370,0,No related information is found,,,,
138,236,1371,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
138,4,1372,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
138,110,1373,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
138,237,1374,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
138,3,1375,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
138,110,1376,0,No related information is found,,,,
138,110,1377,0,No related information is found,,,,
138,110,1378,0,No related information is found,,,,
138,110,1379,0,No related information is found,,,,
138,110,1380,0,No related information is found,,,,
139,238,1381,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
139,239,1382,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
139,239,1383,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
139,240,1384,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
139,11,1385,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
139,11,1386,0,No related information is found,,,,
139,11,1387,0,No related information is found,,,,
139,11,1388,0,No related information is found,,,,
139,11,1389,0,No related information is found,,,,
139,11,1390,0,No related information is found,,,,
140,150,1391,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
140,241,1392,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
140,185,1393,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
140,185,1394,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
140,143,1395,1,shows the incubation period for Ebola, Hepatitis B, Cholera, Typhus, Malaria
140,143,1396,0,No related information is found,,,,
140,143,1397,0,No related information is found,,,,
140,143,1398,0,No related information is found,,,,
140,143,1399,0,No related information is found,,,,
140,143,1400,0,No related information is found,,,,
161,234,1601,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
161,235,1602,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
161,216,1603,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
161,224,1604,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
161,216,1605,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
161,209,1606,0,it doesn't satisfy the information need,,,,
161,209,1607,0,it doesn't satisfy the information need,,,,
161,209,1608,0,it doesn't satisfy the information need,,,,
161,209,1609,0,it doesn't satisfy the information need,,,,
161,209,1610,0,it doesn't satisfy the information need,,,,
162,214,1611,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
162,215,1612,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
162,222,1613,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
162,228,1614,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
162,233,1615,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
162,209,1616,0,it doesn't satisfy the information need,,,,
162,209,1617,0,it doesn't satisfy the information need,,,,
162,209,1618,0,it doesn't satisfy the information need,,,,
162,209,1619,0,it doesn't satisfy the information need,,,,
162,209,1620,0,it doesn't satisfy the information need,,,,
163,232,1621,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
163,227,1622,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
163,221,1623,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
163,217,1624,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
163,218,1625,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
163,209,1626,0,it doesn't satisfy the information need,,,,
163,209,1627,0,it doesn't satisfy the information need,,,,
163,209,1628,0,it doesn't satisfy the information need,,,,
163,209,1629,0,it doesn't satisfy the information need,,,,
163,209,1630,0,it doesn't satisfy the information need,,,,
164,211,1631,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
164,213,1632,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
164,214,1633,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
164,215,1634,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
164,216,1635,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
164,209,1636,0,it doesn't satisfy the information need,,,,
164,209,1637,0,it doesn't satisfy the information need,,,,
164,209,1638,0,it doesn't satisfy the information need,,,,
164,209,1639,0,it doesn't satisfy the information need,,,,
164,209,1640,0,it doesn't satisfy the information need,,,,
165,231,1641,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
165,232,1642,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
165,233,1643,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
165,234,1644,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
165,235,1645,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
165,209,1646,0,it doesn't satisfy the information need,,,,
165,209,1647,0,it doesn't satisfy the information need,,,,
165,209,1648,0,it doesn't satisfy the information need,,,,
165,234,1649,0,it doesn't satisfy the information need,,,,
165,234,1650,0,it doesn't satisfy the information need,,,,
166,220,1651,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
166,221,1652,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
166,222,1653,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
166,223,1654,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
166,224,1655,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
166,209,1656,0,it doesn't satisfy the information need,,,,
166,209,1657,0,it doesn't satisfy the information need,,,,
166,209,1658,0,it doesn't satisfy the information need,,,,
166,209,1659,0,it doesn't satisfy the information need,,,,
166,209,1660,0,it doesn't satisfy the information need,,,,
167,227,1661,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
167,227,1662,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
167,228,1663,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
167,229,1664,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
167,230,1665,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
167,209,1666,0,it doesn't satisfy the information need,,,,
167,209,1667,0,it doesn't satisfy the information need,,,,
167,209,1668,0,it doesn't satisfy the information need,,,,
167,209,1669,0,it doesn't satisfy the information need,,,,
167,209,1670,0,it doesn't satisfy the information need,,,,
168,214,1671,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
168,215,1672,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
168,216,1673,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
168,217,1674,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
168,218,1675,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
168,209,1676,0,it doesn't satisfy the information need,,,,
168,209,1677,0,it doesn't satisfy the information need,,,,
168,209,1678,0,it doesn't satisfy the information need,,,,
168,209,1679,0,it doesn't satisfy the information need,,,,
168,209,1680,0,it doesn't satisfy the information need,,,,
169,231,1681,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
169,232,1682,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
169,233,1683,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
169,234,1684,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
169,235,1685,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
169,209,1686,0,it doesn't satisfy the information need,,,,
169,209,1687,0,it doesn't satisfy the information need,,,,
169,209,1688,0,it doesn't satisfy the information need,,,,
169,209,1689,0,it doesn't satisfy the information need,,,,
169,209,1690,0,it doesn't satisfy the information need,,,,
170,220,1691,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
170,221,1692,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
170,222,1693,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
170,223,1694,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
170,224,1695,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
170,209,1696,0,it doesn't satisfy the information need,,,,
170,209,1697,0,it doesn't satisfy the information need,,,,
170,209,1698,0,it doesn't satisfy the information need,,,,
170,209,1699,0,it doesn't satisfy the information need,,,,
170,209,1700,0,it doesn't satisfy the information need,,,,
171,227,1701,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
171,227,1702,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
171,228,1703,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
171,229,1704,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
171,230,1705,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
171,209,1706,0,it doesn't satisfy the information need,,,,
171,209,1707,0,it doesn't satisfy the information need,,,,
171,209,1708,0,it doesn't satisfy the information need,,,,
171,209,1709,0,it doesn't satisfy the information need,,,,
171,209,1710,0,it doesn't satisfy the information need,,,,
172,211,1711,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
172,213,1712,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
172,217,1713,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
172,218,1714,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
172,214,1715,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
172,209,1716,0,it doesn't satisfy the information need,,,,
172,209,1717,0,it doesn't satisfy the information need,,,,
172,209,1718,0,it doesn't satisfy the information need,,,,
172,209,1719,0,it doesn't satisfy the information need,,,,
172,209,1720,0,it doesn't satisfy the information need,,,,
173,231,1721,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
173,232,1722,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
173,233,1723,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
173,234,1724,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
173,235,1725,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
173,209,1726,0,it doesn't satisfy the information need,,,,
173,209,1727,0,it doesn't satisfy the information need,,,,
173,209,1728,0,it doesn't satisfy the information need,,,,
173,209,1729,0,it doesn't satisfy the information need,,,,
173,209,1730,0,it doesn't satisfy the information need,,,,
174,220,1731,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
174,221,1732,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
174,222,1733,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
174,223,1734,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
174,224,1735,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
174,209,1736,0,it doesn't satisfy the information need,,,,
174,209,1737,0,it doesn't satisfy the information need,,,,
174,209,1738,0,it doesn't satisfy the information need,,,,
174,209,1739,0,it doesn't satisfy the information need,,,,
174,209,1740,0,it doesn't satisfy the information need,,,,
175,227,1741,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
175,227,1742,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
175,228,1743,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
175,229,1744,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
175,230,1745,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
175,209,1746,0,it doesn't satisfy the information need,,,,
175,209,1747,0,it doesn't satisfy the information need,,,,
175,209,1748,0,it doesn't satisfy the information need,,,,
175,209,1749,0,it doesn't satisfy the information need,,,,
175,209,1750,0,it doesn't satisfy the information need,,,,
176,231,1751,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
176,227,1752,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
176,220,1753,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
176,211,1754,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
176,213,1755,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
176,209,1756,0,it doesn't satisfy the information need,,,,
176,209,1757,0,it doesn't satisfy the information need,,,,
176,7,1758,0,it doesn't satisfy the information need,,,,
176,7,1759,0,it doesn't satisfy the information need,,,,
176,7,1760,0,it doesn't satisfy the information need,,,,
177,218,1761,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
177,214,1762,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
177,215,1763,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
177,211,1764,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
177,213,1765,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
177,7,1766,0,it doesn't satisfy the information need,,,,
177,7,1767,0,it doesn't satisfy the information need,,,,
177,7,1768,0,it doesn't satisfy the information need,,,,
177,7,1769,0,it doesn't satisfy the information need,,,,
177,7,1770,0,it doesn't satisfy the information need,,,,
178,231,1771,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
178,232,1772,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
178,233,1773,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
178,234,1774,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
178,235,1775,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
178,7,1776,0,it doesn't satisfy the information need,,,,
178,7,1777,0,it doesn't satisfy the information need,,,,
178,7,1778,0,it doesn't satisfy the information need,,,,
178,7,1779,0,it doesn't satisfy the information need,,,,
178,7,1780,0,it doesn't satisfy the information need,,,,
179,220,1781,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
179,221,1782,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
179,222,1783,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
179,223,1784,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
179,224,1785,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
179,7,1786,0,it doesn't satisfy the information need,,,,
179,7,1787,0,it doesn't satisfy the information need,,,,
179,7,1788,0,it doesn't satisfy the information need,,,,
179,7,1789,0,it doesn't satisfy the information need,,,,
179,7,1790,0,it doesn't satisfy the information need,,,,
180,227,1791,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
180,227,1792,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
180,228,1793,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
180,229,1794,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
180,230,1795,1,Related information for first attacked organs by Ebola, Malaria, Typhus or Cholera is provided,,
180,7,1796,0,it doesn't satisfy the information need,,,,
180,7,1797,0,it doesn't satisfy the information need,,,,
180,7,1798,0,it doesn't satisfy the information need,,,,
180,7,1799,0,it doesn't satisfy the information need,,,,
180,7,1800,0,it doesn't satisfy the information need,,,,
209,480,2081,1,provides the time and treament when Ebola was first observed,,,,
209,482,2082,1,provides the time and treament when Ebola was first observed,,,,
209,4,2083,1,provides the time and treament when Ebola was first observed,,,,
209,4,2084,1,provides the time and treament when Ebola was first observed,,,,
209,481,2085,1,provides the time and treament when Ebola was first observed,,,,
209,483,2086,0,does not address what treatment were tried when Ebola was first observed,,,,
209,483,2087,0,does not address what treatment were tried when Ebola was first observed,,,,
209,483,2088,0,does not address what treatment were tried when Ebola was first observed,,,,
209,483,2089,0,does not address what treatment were tried when Ebola was first observed,,,,
209,483,2090,0,does not address what treatment were tried when Ebola was first observed,,,,
210,3,2091,1,provides the time and treament when Ebola was first observed,,,,
210,308,2092,1,provides the time and treament when Ebola was first observed,,,,
210,484,2093,1,provides the time and treament when Ebola was first observed,,,,
210,101,2094,1,provides the time and treament when Ebola was first observed,,,,
210,683,2095,1,provides the time and treament when Ebola was first observed,,,,
210,368,2096,0,does not address what treatment were tried when Ebola was first observed,,,,
210,368,2097,0,does not address what treatment were tried when Ebola was first observed,,,,
210,368,2098,0,does not address what treatment were tried when Ebola was first observed,,,,
210,368,2099,0,does not address what treatment were tried when Ebola was first observed,,,,
210,368,2100,0,does not address what treatment were tried when Ebola was first observed,,,,
211,4,2101,1,provides the time and treament when Ebola was first observed,,,,
211,282,2102,1,provides the time and treament when Ebola was first observed,,,,
211,3,2103,1,provides the time and treament when Ebola was first observed,,,,
211,4,2104,1,provides the time and treament when Ebola was first observed,,,,
211,23,2105,1,provides the time and treament when Ebola was first observed,,,,
211,282,2106,0,does not address what treatment were tried when Ebola was first observed,,,,
211,282,2107,0,does not address what treatment were tried when Ebola was first observed,,,,
211,282,2108,0,does not address what treatment were tried when Ebola was first observed,,,,
211,282,2109,0,does not address what treatment were tried when Ebola was first observed,,,,
211,282,2110,0,does not address what treatment were tried when Ebola was first observed,,,,
212,4,2111,1,provides the time and treament when Ebola was first observed,,,,
212,3,2112,1,provides the time and treament when Ebola was first observed,,,,
212,3,2113,1,provides the time and treament when Ebola was first observed,,,,
212,281,2114,1,provides the time and treament when Ebola was first observed,,,,
212,368,2115,1,provides the time and treament when Ebola was first observed,,,,
212,368,2116,0,does not address what treatment were tried when Ebola was first observed,,,,
212,368,2117,0,does not address what treatment were tried when Ebola was first observed,,,,
212,368,2118,0,does not address what treatment were tried when Ebola was first observed,,,,
212,368,2119,0,does not address what treatment were tried when Ebola was first observed,,,,
212,368,2120,0,does not address what treatment were tried when Ebola was first observed,,,,
213,4,2121,1,provides the time and treament when Ebola was first observed,,,,
213,282,2122,1,provides the time and treament when Ebola was first observed,,,,
213,282,2123,1,provides the time and treament when Ebola was first observed,,,,
213,282,2124,1,provides the time and treament when Ebola was first observed,,,,
213,282,2125,1,provides the time and treament when Ebola was first observed,,,,
213,331,2126,0,does not address what treatment were tried when Ebola was first observed,,,,
213,331,2127,0,does not address what treatment were tried when Ebola was first observed,,,,
213,331,2128,0,does not address what treatment were tried when Ebola was first observed,,,,
213,331,2129,0,does not address what treatment were tried when Ebola was first observed,,,,
213,331,2130,0,does not address what treatment were tried when Ebola was first observed,,,,
214,102,2131,1,provides the time and treament when Ebola was first observed,,,,
214,101,2132,1,provides the time and treament when Ebola was first observed,,,,
214,23,2133,1,provides the time and treament when Ebola was first observed,,,,
214,281,2134,1,provides the time and treament when Ebola was first observed,,,,
214,3,2135,1,provides the time and treament when Ebola was first observed,,,,
214,345,2136,0,does not address what treatment were tried when Ebola was first observed,,,,
214,345,2137,0,does not address what treatment were tried when Ebola was first observed,,,,
214,345,2138,0,does not address what treatment were tried when Ebola was first observed,,,,
214,345,2139,0,does not address what treatment were tried when Ebola was first observed,,,,
214,345,2140,0,does not address what treatment were tried when Ebola was first observed,,,,
215,102,2141,1,provides the time and treament when Ebola was first observed,,,,
215,102,2142,1,provides the time and treament when Ebola was first observed,,,,
215,102,2143,1,provides the time and treament when Ebola was first observed,,,,
215,102,2144,1,provides the time and treament when Ebola was first observed,,,,
