URLNO,URL
385,https://www.internationalsos.com/ebola/index.cfm?content_id=407
386,http://www.who.int/dg/speeches/2015/ebola-conference-brussels/en/
387,http://www.cf.ac.uk/biosi/subsites/cold/commoncold.html
388,http://www.malaria.com/questions/malaria-recover-feve
389,http://www.mmv.org/achievements-challenges/how-we-make-difference/recovering-severe-malaria
390,http://www.humanillnesses.com/original/Kid-Men/Malaria.html
391,http://www.cdc.gov/malaria/stories/homeopathic_drugs.html
392,http://www.malariajournal.com/content/7/1/245
393,https://www.mdguidelines.com/ebola-virus-disease/prognosis
394,http://www.medindia.net/patients/patientinfo/treatment-and-prognosis-of-ebola-virus-disease.htm
395,http://ebola.emedtv.com/ebola-virus/the-ebola-virus-p3.html
396,http://www.mdguidelines.com/cholera/prognosis
397,http://www.rightdiagnosis.com/c/cholera/prognosis.htm
398,http://www.nlm.nih.gov/medlineplus/ency/article/000303.htm
399,http://medical-dictionary.thefreedictionary.com/Cholera
400,https://answers.yahoo.com/question/index?qid=20080303005834AAVGcA3
401,http://www.livescience.com/48170-ebola-outbreak-in-1976-revisited.html
402,http://abcnews.go.com/Health/ebola-emerged-jungle-photos/story?id=24740453
403,http://news.discovery.com/human/health/1976-ebola-outbreaks-lesson-behaviors-must-change-141007.htm
404,http://bcbooklook.com/2014/09/04/the-origins-of-ebola-then-and-now/
405,http://www.thedailybeast.com/articles/2014/10/12/2nd-ebola-case-in-dallas-shows-limits-of-protective-gear.html
406,http://www.dailymail.co.uk/health/article-2753832/Ebola-treatment-blood-survivors-traded-new-black-market-emerging-amid-outbreak.html
407,http://amac.us/dont-let-ebola-virus-scare-says-amac/
408,http://www.skepticalraptor.com/skepticalraptorblog.php/homeopathy-stop-ebola-outbreak/
409,http://www.lightparty.com/Health/EbolaCure.html
410,https://web.stanford.edu/group/virus/filo/eboz.html
411,https://www.change.org/p/world-health-organization-help-prevent-the-ebola-pandemic-in-west-africa
412,http://www.vox.com/2014/7/31/5952515/facts-you-should-know-about-the-ebola-outbreak
413,http://www.cincinnati.com/story/opinion/readers/2014/08/04/ebola-first-entered-usa-many-years-ago/13584359/
414,http://serendip.brynmawr.edu/biology/b103/f00/web2/wilson2.html
415,https://www.internationalsos.com/ebola/index.cfm?content_id=442&language_id=ENG
416,http://articles.mercola.com/sites/articles/archive/2015/01/04/ebola-ozone-therapy-updates.aspx
417,http://www.encyclopedia.com/topic/Scrub_Typhus.aspx
418,http://www.bloomberg.com/bw/articles/2014-10-30/treatment-for-ebola-can-cost-up-to-500-000
419,http://www.nbcnews.com/storyline/ebola-virus-outbreak/its-over-texas-ebola-outbreak-has-ended-n242931
420,http://www.azdhs.gov/phs/emergency-preparedness/documents/zebra-manual/zm-s5-typhus-fever.pdf
421,http://www.cbsnews.com/news/ebola-outbreak-120-people-now-being-monitored-for-virus/
422,http://www.nhs.uk/Conditions/typhus/Pages/Introduction.aspx
423,http://www.msf.org.uk/ebola
424,http://www.mercycorps.org/articles/liberia/quick-facts-what-you-need-know-about-stopping-ebola
425,https://www.healthtap.com/topics/how-long-does-malaria-last
426,https://answers.yahoo.com/question/index?qid=20090215055753AA1RCYW
427,http://www.earth.columbia.edu/articles/view/43#17
428,http://www.ask.com/health/long-malaria-last-d424d5bfbc53e2a#full-answer
429,http://simple.wikipedia.org/wiki/Malaria
430,http://www.vanityfair.com/news/2014/10/ebola-virus-epidemic-containment
431,http://www.healthline.com/health/malaria
432,http://www.timeforkids.com/node/168406/print
433,http://www.webmd.com/a-to-z-guides/typhoid-fever?page=2
434,http://www.ncbi.nlm.nih.gov/pubmed/10219934
435,http://news.sciencemag.org/africa/2015/03/new-ebola-drug-trial-starts-sierra-leone
436,http://www.nytimes.com/interactive/2014/10/23/world/africa/ebola-drugs.html
437,http://www.vdh.virginia.gov/Epidemiology/factsheets/pdf/Typhus_louse.pdf
438,http://www.antimicrobe.org/r02.asp
439,https://answers.yahoo.com/question/index?qid=20110803233146AAo2CBV
440,http://www.dailymail.co.uk/news/article-2794548/british-army-veteran-team-helped-control-ebola-outbreak-1970s-told-danger-faced.html
441,http://www.netdoctor.co.uk/travel-health/medicines/dukoral.html
442,http://history1900s.about.com/od/1970s/qt/Ebola-Outbreaks.htm
443,http://www.humanillnesses.com/General-Information-and-Infectious-Diseases-A-Co/Cholera.html
444,http://time.com/3548047/first-ebola-outbreak-history/
445,http://www.traveldoctor.co.nz/vaccinations.aspx
446,http://www.thepoultrysite.com/diseaseinfo/61/fowl-cholera-pasteurellosis/
447,http://www.vox.com/2014/8/4/5963751/the-real-cause-of-the-ebola-outbreak-its-not-what-you-think
448,http://www.forbes.com/sites/davidkroll/2014/12/19/the-ebola-treatment-you-havent-heard-of/
449,http://www.defense.gov/news/newsarticle.aspx?id=123497
450,http://www.patient.co.uk/doctor/malaria-pro
451,http://diarrhea.emedtv.com/cholera/cholera-epidemic.html
452,http://www.priory.com/malay.htm
453,https://www.internationalsos.com/ebola/index.cfm?content_id=410&
454,http://entomology.montana.edu/historybug/typhus-conlon.pdf
455,http://www.odh.ohio.gov/pdf/IDCM/typhus.pdf
456,http://emedicine.medscape.com/article/221134-clinical
457,http://time.com/3502740/ebola-virus-1976/
458,http://www.theguardian.com/society/ng-interactive/2014/aug/13/ebola-outbreaks-interactive-map
459,http://www.beckershospitalreview.com/quality/timeline-of-ebola-outbreaks-1976-present.html
460,http://www.wikihow.com/Prevent-Malaria-When-You're-Traveling
461,http://wwlp.com/2014/07/31/history-of-the-ebola-outbreak/
462,http://www.impatientoptimists.org/Posts/2012/04/Keeping-up-the-Fight-Against-Malaria
463,http://www.thedailybeast.com/articles/2014/09/10/1976-vs-today-ebola-s-terrifying-evolution.html
464,http://www.thehealthsite.com/news/ebola-outbreak-timeline-history-of-the-deadly-virus/
465,http://www.searo.who.int/entity/world_health_day/2014/Malaria_FAQ.pdf?ua=1
466,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/285628/mcga-shs_capt_guide_chap6.pdf
467,http://www.redcrossblood.org/donating-blood/eligibility-requirements/eligibility-criteria-topic
468,http://www.ncbi.nlm.nih.gov/pubmed/15720607
469,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2877406/
470,http://www.cdc.gov/immigrantrefugeehealth/guidelines/domestic/malaria-guidelines-domestic.html
471,http://www.norwayheritage.com/articles/templates/voyages.asp?articleid=118&zoneid=6
472,http://www.medscape.com/viewarticle/780060_3
473,http://freepages.genealogy.rootsweb.ancestry.com/~quarantine/cholera01.htm
474,http://brianaltonenmph.com/gis/historical-disease-maps/john-c-peters-and-the-asiatic-cholera/1885-alfred-e-stille-m-d/
475,https://www.opendemocracy.net/rashmee-roshan-lall/haiti-cholera-and-un-case-for-isolation-vs-infection
476,http://www.cdc.gov/quarantine/air/managing-sick-travelers/ebola-guidance-airlines.html
477,http://www.slate.com/articles/health_and_science/politics/2014/10/ebola_quarantines_can_the_government_really_quarantine_sick_people_without.html
478,http://www.wsj.com/articles/federal-ebola-quarantine-guidelines-released-by-cdc-1414443143
479,http://www.washingtonpost.com/national/state-quarantines-amid-ebola-threat-draw-criticism-as-governors-defend-actions/2014/10/26/00eff94c-5d22-11e4-8b9e-2ccdac31a031_story.html
480,http://www.dailymail.co.uk/news/article-2710285/Ebola-test-feverish-man-flew-Britain-West-Africa-doctors-red-alert-deadly-virus.html
481,http://kidshealth.org/parent/infections/bacterial_viral/ebola.html
482,http://en.wikipedia.org/wiki/Ebola_virus_epidemic_in_West_Africa#Experimental_treatments.2C_vaccines_and_testing
483,http://www.iflscience.com/health-and-medicine/ten-things-you-really-should-know-about-ebola
484,http://www.historyofvaccines.org/content/articles/ebola-virus-disease-and-ebola-vaccines
485,http://www.cnn.com/2014/10/08/health/thomas-eric-duncan-ebola/
486,http://en.wikipedia.org/wiki/Ebola_virus_epidemic_in_West_Africa
487,http://www.npr.org/blogs/health/2014/10/02/352983774/no-seriously-how-contagious-is-ebola
488,http://www.nbcnews.com/storyline/ebola-virus-outbreak/man-who-survived-ebola-we-thought-it-was-going-kill-n172601
489,http://www.cdc.gov/vhf/ebola/outbreaks/2014-west-africa/previous-updates.html
490,http://www.who.int/csr/don/2014_03_23_ebola/en/
491,http://www.nytimes.com/2014/08/10/world/africa/tracing-ebolas-breakout-to-an-african-2-year-old.html?_r=0
492,http://www.washingtonpost.com/news/to-your-health/wp/2014/09/30/cdc-confirms-first-case-of-ebola-in-the-u-s/
493,http://www.livescience.com/48235-ebola-outbreak-news.html
494,http://www.theguardian.com/world/2014/oct/15/ebola-epidemic-2014-timeline
495,http://www.britannica.com/EBchecked/topic/1991130/Ebola-outbreak-of-2014-15
496,http://www.abc.net.au/news/2014-10-22/ebola-timeline-worst-outbreak-in-history/5831876
497,http://www.who.int/features/ebola/storymap/en/
498,http://www.npr.org/blogs/goatsandsoda/2014/10/10/355164328/a-liberian-doctor-comes-up-with-his-own-ebola-regimen
499,http://www.scientificamerican.com/article/ebolas-relentless-tides-a-timeline/
